user_id,item_id,listening_time_in_scale_0-5,title,duration,loudness,tempo,key,event_type
90,242,2.3,Atmosphere Station,191.81669,-38.525,90.084,9,"""Listen it frequently""""Like""""Add it to your music""""Download"""
18,242,3.63,Atmosphere Station,191.81669,-38.525,90.084,9,"""Listen it frequently""""Like""""Download"""
13,242,3.24,Atmosphere Station,191.81669,-38.525,90.084,9,"""Listen it frequently""""Like""""View Song Information""""Download"""
195,242,2.75,Atmosphere Station,191.81669,-38.525,90.084,9,"""Have listened  it completely""""Add it to your music""""Download"""
85,51,2.66,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Like""""View Song Information""""Add it to your music"""
198,51,2.72,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Add it to your music""""Download"""
194,51,3.52,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""View Song Information""""Add it to your music"""
1,51,3.17,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""Like""""Add it to your music""""Download"""
56,51,3.49,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently"""
152,51,3.0,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""View Song Information""""Add it to your music"""
16,51,3.05,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Like""""Add it to your music"""
137,51,2.76,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Add it to your music""""Download"""
145,51,2.3,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Like"""
151,51,3.53,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""View Song Information""""Add it to your music""""Download"""
72,51,2.93,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Like"""
11,51,2.42,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Add it to your music"""
43,51,2.53,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
13,51,2.93,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Like""""View Song Information""""Download"""
59,51,0.37,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Skip it frequently""""Not recommend it anymore"""
184,51,1.68,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
7,51,3.12,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""Like"""
92,51,4.45,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""Like""""Download"""
95,51,2.47,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Have listened  it completely""""Like"""
178,51,3.62,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""Like""""Add it to your music""""Download"""
94,51,3.66,The More I See You,251.42812,-12.009,86.09100000000002,7,"""Listen it frequently""""View Song Information""""Add it to your music""""Download"""
115,265,3.82,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""View Song Information"""
41,265,2.69,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""View Song Information""""Add it to your music"""
94,265,3.19,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""View Song Information""""Add it to your music"""
1,265,1.02,The First Noel,158.56281,-16.527,94.658,2,"""Skip it frequently"""
195,265,3.52,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""Add it to your music""""Download"""
200,265,2.8,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Add it to your music""""Download"""
83,265,3.19,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information""""Download"""
70,265,3.14,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""View Song Information""""Add it to your music"""
84,265,2.78,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""Add it to your music""""Download"""
91,265,4.28,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""Download"""
77,265,2.31,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information""""Add it to your music"""
13,265,2.19,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""Add it to your music"""
42,265,2.74,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Add it to your music"""
72,265,2.01,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information"""
99,265,3.02,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""Download"""
95,265,1.06,The First Noel,158.56281,-16.527,94.658,2,"""Skip it frequently"""
183,265,1.14,The First Noel,158.56281,-16.527,94.658,2,"""Skip it"""
145,265,3.19,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information""""Add it to your music"""
128,265,2.18,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information"""
135,265,2.36,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Add it to your music""""Download"""
37,265,1.04,The First Noel,158.56281,-16.527,94.658,2,"""Skip it""""Not recommend it anymore"""
82,265,2.87,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Add it to your music""""Download"""
64,265,2.52,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""View Song Information"""
109,265,2.15,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""View Song Information""""Add it to your music"""
161,265,4.2,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""Download"""
153,265,3.11,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""View Song Information""""Add it to your music"""
178,265,4.09,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information"""
25,265,2.69,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""View Song Information"""
92,265,2.16,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Add it to your music"""
197,265,1.58,The First Noel,158.56281,-16.527,94.658,2,"""Skip it""""Not recommend it anymore"""
60,265,3.03,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""Download"""
69,265,4.4,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently"""
198,265,2.84,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""Add it to your music"""
56,265,2.4,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""View Song Information""""Add it to your music"""
151,265,3.29,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""View Song Information""""Download"""
14,265,2.96,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information""""Download"""
102,265,1.48,The First Noel,158.56281,-16.527,94.658,2,"""Skip it frequently""""Not recommend it anymore"""
117,265,3.58,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Like""""View Song Information"""
96,265,3.83,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Download"""
188,265,2.76,The First Noel,158.56281,-16.527,94.658,2,"""Have listened  it completely""""Download"""
59,265,2.77,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like"""
194,265,3.43,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Add it to your music"""
7,265,2.75,The First Noel,158.56281,-16.527,94.658,2,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
22,265,1.86,The First Noel,158.56281,-16.527,94.658,2,"""Skip it frequently""""Not recommend it anymore"""
6,86,1.36,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it frequently"""
18,86,2.64,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""View Song Information"""
62,86,2.79,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Like""""Download"""
184,86,2.53,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Like""""View Song Information""""Add it to your music""""Download"""
121,86,0.51,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it""""Not recommend it anymore"""
85,86,2.96,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently"""
119,86,2.77,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Like""""View Song Information""""Download"""
90,86,2.87,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""Add it to your music""""Download"""
106,86,3.79,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Add it to your music"""
191,86,2.98,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""Like""""Download"""
187,86,3.69,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Like""""View Song Information"""
185,86,3.46,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
128,86,1.08,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it"""
1,86,2.11,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""Like""""View Song Information""""Download"""
151,86,2.62,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Download"""
43,86,2.42,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely"""
194,86,2.59,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it frequently""""Not recommend it anymore"""
11,86,0.76,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it frequently""""Not recommend it anymore"""
13,86,3.53,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely"""
156,86,3.63,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""View Song Information""""Download"""
80,86,3.09,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""Like""""Download"""
42,86,2.43,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""Like""""View Song Information""""Download"""
89,86,2.93,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Have listened  it completely""""View Song Information"""
122,86,2.92,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""Like""""Add it to your music""""Download"""
94,86,1.48,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
167,86,0.71,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it""""Not recommend it anymore"""
7,86,1.53,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it frequently"""
59,86,0.54,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it"""
25,86,0.4,You Can Still Be Free,118.33424,-11.215,84.69,9,"""Skip it"""
62,257,4.06,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like"""
25,257,2.62,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""Add it to your music""""Download"""
26,257,3.47,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""View Song Information""""Download"""
44,257,2.98,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information"""
116,257,3.2,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""Download"""
94,257,2.81,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information""""Download"""
52,257,0.81,Infidel,94.06649,-9.506,109.636,2,"""Skip it frequently""""Not recommend it anymore"""
23,257,3.09,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Add it to your music""""Download"""
120,257,3.25,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently"""
54,257,3.03,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently"""
178,257,2.88,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently"""
186,257,2.4,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information""""Download"""
168,257,0.56,Infidel,94.06649,-9.506,109.636,2,"""Skip it frequently"""
38,257,2.66,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information""""Add it to your music""""Download"""
2,257,2.86,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information""""Add it to your music""""Download"""
192,257,2.85,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information"""
58,257,3.2,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Download"""
89,257,2.65,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like"""
137,257,2.46,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information"""
183,257,3.06,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely"""
117,257,3.64,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""Add it to your music"""
55,257,2.39,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Download"""
32,257,3.75,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""View Song Information"""
182,257,2.11,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
196,257,3.02,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information""""Download"""
144,257,0.94,Infidel,94.06649,-9.506,109.636,2,"""Skip it"""
71,257,2.76,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information"""
5,257,4.08,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""View Song Information"""
104,257,3.09,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Download"""
78,257,2.83,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information"""
101,257,4.04,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
145,257,3.53,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""Download"""
103,257,0.9,Infidel,94.06649,-9.506,109.636,2,"""Skip it"""
15,257,3.69,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information""""Download"""
161,257,3.93,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""Add it to your music""""Download"""
1,257,2.18,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information"""
53,257,3.37,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""View Song Information""""Download"""
45,257,4.52,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like"""
141,257,2.45,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Add it to your music"""
30,257,2.4,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information"""
79,257,2.51,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like"""
6,257,1.92,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Add it to your music"""
95,257,3.61,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""View Song Information"""
92,257,3.13,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""Add it to your music""""Download"""
113,257,2.85,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Add it to your music""""Download"""
130,257,2.43,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""View Song Information"""
43,257,3.19,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""Download"""
121,257,4.3,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""Add it to your music"""
70,257,2.04,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Add it to your music""""Download"""
109,257,3.1,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information""""Download"""
63,257,3.42,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""Like""""View Song Information""""Add it to your music"""
136,257,3.36,Infidel,94.06649,-9.506,109.636,2,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
57,257,2.85,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information"""
66,257,1.28,Infidel,94.06649,-9.506,109.636,2,"""Skip it frequently"""
176,257,4.18,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""Like""""Download"""
119,257,3.77,Infidel,94.06649,-9.506,109.636,2,"""Listen it frequently""""View Song Information"""
200,222,2.64,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Download"""
119,222,2.62,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
21,222,2.32,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Add it to your music"""
97,222,3.47,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information"""
25,222,2.83,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""Download"""
56,222,1.33,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently"""
1,222,0.96,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently""""Not recommend it anymore"""
15,222,0.57,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it""""Not recommend it anymore"""
101,222,3.43,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
60,222,2.85,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Add it to your music""""Download"""
63,222,2.56,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Download"""
93,222,2.57,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Add it to your music""""Download"""
5,222,3.57,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information""""Add it to your music""""Download"""
102,222,3.33,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""Add it to your music"""
162,222,3.27,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Download"""
167,222,2.63,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music"""
37,222,3.28,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like"""
141,222,4.03,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Download"""
58,222,0.5,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently""""Not recommend it anymore"""
64,222,1.1,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently"""
130,222,0.01,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it"""
42,222,1.47,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it"""
71,222,1.97,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently"""
103,222,2.79,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Add it to your music"""
137,222,3.09,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Add it to your music""""Download"""
94,222,2.01,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
28,222,3.18,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Download"""
190,222,3.55,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Add it to your music""""Download"""
22,222,2.93,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Download"""
84,222,3.04,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Download"""
194,222,1.75,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently""""Not recommend it anymore"""
23,222,3.02,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Add it to your music""""Download"""
158,222,2.8,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
168,222,3.87,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Add it to your music""""Download"""
57,222,1.03,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently"""
183,222,3.89,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
82,222,3.17,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information""""Add it to your music"""
117,222,3.83,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""View Song Information""""Add it to your music"""
139,222,2.02,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""Add it to your music"""
182,222,1.04,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently""""Not recommend it anymore"""
81,222,1.63,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently""""Not recommend it anymore"""
108,222,3.41,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music"""
32,222,3.52,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely"""
127,222,3.36,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like"""
165,222,3.01,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Add it to your music"""
85,222,4.32,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""View Song Information""""Download"""
128,222,2.41,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Add it to your music""""Download"""
11,222,1.69,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music"""
198,222,2.62,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Add it to your music"""
62,222,3.63,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""Add it to your music"""
13,222,2.98,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Download"""
92,222,3.19,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like"""
176,222,0.34,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it frequently""""Not recommend it anymore"""
26,222,2.9,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Download"""
148,222,2.24,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information""""Download"""
14,222,2.56,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music"""
138,222,2.08,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information""""Add it to your music""""Download"""
72,222,3.41,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely"""
44,222,2.64,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Add it to your music"""
164,222,2.94,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""Download"""
70,222,1.43,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it""""Not recommend it anymore"""
180,222,3.08,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music""""Download"""
43,222,4.76,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Download"""
89,222,3.13,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Like""""View Song Information""""Add it to your music""""Download"""
151,222,2.79,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information""""Download"""
181,222,3.89,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""Add it to your music""""Download"""
109,222,1.83,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Skip it""""Not recommend it anymore"""
178,222,2.97,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Like""""View Song Information""""Download"""
113,222,2.93,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""View Song Information""""Add it to your music"""
154,222,3.2,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely""""Download"""
145,222,2.0,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Have listened  it completely"""
79,222,4.02,Get Back Down,415.03302,-6.751,83.32600000000002,1,"""Listen it frequently""""View Song Information""""Add it to your music"""
