user_id,item_id,listening_time_in_scale_0-5,title,duration,loudness,tempo,key,event_type,event_strength
12,242,0.79,Atmosphere Station,191.81669,-38.525,90.084,9,"['Skip it frequently', 'Not recommend it anymore']",-5.0
131,242,3.74,Atmosphere Station,191.81669,-38.525,90.084,9,"['Have listened  it completely', 'View Song Information', 'Download']",5.0
181,242,2.69,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
123,242,2.25,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
86,242,2.87,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Like', 'Add it to your music']",6.0
9,242,3.23,Atmosphere Station,191.81669,-38.525,90.084,9,"['Have listened  it completely', 'Add it to your music']",3.0
129,242,1.18,Atmosphere Station,191.81669,-38.525,90.084,9,['Skip it'],-1.0
40,242,2.62,Atmosphere Station,191.81669,-38.525,90.084,9,['Listen it frequently'],3.0
6,242,0.46,Atmosphere Station,191.81669,-38.525,90.084,9,['Skip it frequently'],-3.0
139,242,3.24,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
90,242,2.3,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
18,242,3.63,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Like', 'Download']",7.0
13,242,3.24,Atmosphere Station,191.81669,-38.525,90.084,9,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
195,242,2.75,Atmosphere Station,191.81669,-38.525,90.084,9,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
186,302,2.91,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Listen it frequently'],3.0
191,302,3.37,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music', 'Download']",8.0
49,302,3.55,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music']",4.0
54,302,3.23,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Download']",4.0
62,302,2.34,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'Add it to your music', 'Download']",7.0
197,302,3.8,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
190,302,2.91,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music']",4.0
181,302,4.11,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'View Song Information', 'Download']",6.0
154,302,3.4,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
31,302,3.24,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'Add it to your music']",6.0
178,302,3.32,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Add it to your music']",3.0
102,302,2.6,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Download']",7.0
100,302,3.02,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
144,302,2.62,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music']",5.0
13,302,3.41,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Have listened  it completely'],1.0
88,302,2.88,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'View Song Information']",5.0
112,302,3.26,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
145,302,3.38,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
126,302,3.67,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
47,302,2.72,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
146,302,2.96,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'Download']",7.0
131,302,2.55,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
171,302,2.5,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
192,302,2.6,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information']",4.0
107,302,2.31,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like']",4.0
29,302,2.26,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
43,302,0.4,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Skip it frequently'],-3.0
179,302,3.41,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
10,302,2.59,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music']",5.0
90,302,2.73,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
149,302,0.61,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Skip it'],-1.0
104,302,2.04,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Add it to your music']",5.0
129,302,1.03,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Skip it', 'Not recommend it anymore']",-3.0
26,302,2.56,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
15,302,2.22,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
173,302,4.3,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Listen it frequently'],3.0
140,302,3.8,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'Download']",5.0
116,302,3.17,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'Download']",7.0
3,302,2.99,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Add it to your music']",5.0
63,302,2.43,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Have listened  it completely'],1.0
105,302,3.29,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Have listened  it completely'],1.0
6,302,3.09,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
94,302,2.15,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'Add it to your music']",4.0
139,302,2.7,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
14,302,3.47,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Download']",6.0
111,302,1.76,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music', 'Download']",10.0
16,302,3.31,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Listen it frequently'],3.0
134,302,0.81,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Skip it'],-1.0
52,302,2.56,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
74,302,2.05,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Download']",4.0
69,302,3.37,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Add it to your music']",5.0
177,302,0.64,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Skip it frequently'],-3.0
151,302,4.24,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
158,302,3.22,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like']",2.0
71,302,3.46,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'View Song Information']",3.0
48,302,1.89,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
115,302,3.42,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'Add it to your music', 'Download']",7.0
160,302,3.17,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music', 'Download']",8.0
40,302,3.53,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
39,302,3.02,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'View Song Information', 'Add it to your music']",4.0
2,302,2.03,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Have listened  it completely', 'Like', 'Add it to your music']",4.0
185,302,2.82,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,['Listen it frequently'],3.0
147,302,3.04,Northern Downpour (Album Version),247.77097999999998,-8.901,85.15700000000001,5,"['Listen it frequently', 'Like']",4.0
22,377,4.04,Forever,363.59791,-4.376,139.998,1,"['Have listened  it completely', 'Like', 'View Song Information']",3.0
5,377,1.41,Forever,363.59791,-4.376,139.998,1,['Skip it frequently'],-3.0
13,377,3.09,Forever,363.59791,-4.376,139.998,1,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
85,51,2.66,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
198,51,2.72,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
194,51,3.52,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'View Song Information', 'Add it to your music']",4.0
1,51,3.17,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'Like', 'Add it to your music', 'Download']",7.0
56,51,3.49,The More I See You,251.42812,-12.009,86.09100000000001,7,['Listen it frequently'],3.0
152,51,3.0,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'View Song Information', 'Add it to your music']",4.0
16,51,3.05,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Like', 'Add it to your music']",6.0
137,51,2.76,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
145,51,2.3,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Like']",4.0
151,51,3.53,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
72,51,2.93,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Like']",4.0
11,51,2.42,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Add it to your music']",5.0
43,51,2.53,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
13,51,2.93,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
59,51,0.37,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Skip it frequently', 'Not recommend it anymore']",-5.0
184,51,1.68,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
7,51,3.12,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'Like']",2.0
92,51,4.45,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'Like', 'Download']",5.0
95,51,2.47,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Have listened  it completely', 'Like']",2.0
178,51,3.62,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
94,51,3.66,The More I See You,251.42812,-12.009,86.09100000000001,7,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
166,346,2.29,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
197,346,3.54,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'Add it to your music']",6.0
94,346,3.82,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'View Song Information']",2.0
71,346,1.82,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
125,346,0.6,Drop the Bass,233.53423999999998,-5.483,184.981,6,['Skip it'],-1.0
99,346,3.11,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
130,346,3.3,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
145,346,3.17,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Add it to your music']",3.0
156,346,2.45,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
179,346,3.15,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
146,346,2.47,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
49,346,3.85,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
104,346,1.58,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Like', 'View Song Information', 'Download']",6.0
116,346,3.24,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Like', 'Add it to your music', 'Download']",7.0
133,346,0.23,Drop the Bass,233.53423999999998,-5.483,184.981,6,['Skip it frequently'],-3.0
126,346,0.65,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Skip it', 'Not recommend it anymore']",-3.0
142,346,3.06,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music']",5.0
171,346,2.19,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
149,346,2.97,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Have listened  it completely', 'Like', 'Add it to your music']",4.0
141,346,1.37,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Skip it', 'Not recommend it anymore']",-3.0
13,346,1.9,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
54,346,2.33,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music', 'Download']",10.0
112,346,1.17,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'View Song Information']",4.0
40,346,3.24,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
100,346,2.1,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Listen it frequently', 'Add it to your music']",5.0
3,346,0.93,Drop the Bass,233.53423999999998,-5.483,184.981,6,"['Skip it frequently', 'Not recommend it anymore']",-5.0
77,474,3.24,Set You Free This Time,168.38485,-12.77,98.49,9,['Listen it frequently'],3.0
14,474,3.49,Set You Free This Time,168.38485,-12.77,98.49,9,['Have listened  it completely'],1.0
188,474,3.82,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Add it to your music']",5.0
60,474,1.82,Set You Free This Time,168.38485,-12.77,98.49,9,"['Skip it frequently', 'Not recommend it anymore']",-5.0
73,474,0.4,Set You Free This Time,168.38485,-12.77,98.49,9,"['Skip it', 'Not recommend it anymore']",-3.0
95,474,3.62,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Add it to your music']",5.0
76,474,3.31,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information', 'Add it to your music', 'Download']",7.0
96,474,3.14,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
118,474,2.78,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Like', 'View Song Information', 'Download']",6.0
44,474,3.27,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
189,474,2.61,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Like', 'Add it to your music']",4.0
10,474,2.44,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information']",2.0
125,474,3.61,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
41,474,0.65,Set You Free This Time,168.38485,-12.77,98.49,9,"['Skip it frequently', 'Not recommend it anymore']",-5.0
154,474,3.67,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Like', 'View Song Information', 'Download']",8.0
90,474,3.45,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information']",2.0
25,474,2.1,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
18,474,2.68,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'View Song Information', 'Download']",7.0
160,474,3.12,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information', 'Download']",5.0
124,474,4.28,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Download']",6.0
151,474,3.76,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Like', 'View Song Information']",5.0
92,474,2.58,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
58,474,0.58,Set You Free This Time,168.38485,-12.77,98.49,9,['Skip it'],-1.0
148,474,2.77,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Like', 'Add it to your music']",4.0
59,474,2.69,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
194,474,3.11,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Like', 'Download']",7.0
82,474,2.44,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Like']",4.0
114,474,3.35,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Download']",4.0
144,474,0.94,Set You Free This Time,168.38485,-12.77,98.49,9,"['Skip it frequently', 'Not recommend it anymore']",-5.0
62,474,2.92,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'View Song Information', 'Add it to your music', 'Download']",9.0
7,474,2.54,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Download']",4.0
6,474,3.49,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information', 'Download']",5.0
13,474,2.78,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'Like', 'Add it to your music']",4.0
162,474,3.09,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Add it to your music']",5.0
138,474,3.32,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information', 'Download']",5.0
198,474,2.55,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Download']",6.0
85,474,3.04,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information']",2.0
94,474,2.35,Set You Free This Time,168.38485,-12.77,98.49,9,"['Have listened  it completely', 'View Song Information', 'Add it to your music']",4.0
91,474,3.85,Set You Free This Time,168.38485,-12.77,98.49,9,"['Listen it frequently', 'Like', 'Download']",7.0
115,265,3.82,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'View Song Information']",4.0
41,265,2.69,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
94,265,3.19,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
1,265,1.02,The First Noel,158.56281,-16.527,94.65799999999999,2,['Skip it frequently'],-3.0
195,265,3.52,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Like', 'Add it to your music', 'Download']",9.0
200,265,2.8,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
83,265,3.19,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'View Song Information', 'Download']",6.0
70,265,3.14,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
84,265,2.78,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'Add it to your music', 'Download']",7.0
91,265,4.28,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'Download']",5.0
77,265,2.31,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music']",5.0
13,265,2.19,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Like', 'Add it to your music']",6.0
42,265,2.74,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Add it to your music']",5.0
72,265,2.01,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'View Song Information']",3.0
99,265,3.02,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'Download']",5.0
95,265,1.06,The First Noel,158.56281,-16.527,94.65799999999999,2,['Skip it frequently'],-3.0
183,265,1.14,The First Noel,158.56281,-16.527,94.65799999999999,2,['Skip it'],-1.0
145,265,3.19,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'View Song Information', 'Add it to your music']",5.0
128,265,2.18,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'View Song Information']",3.0
135,265,2.36,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Add it to your music', 'Download']",8.0
37,265,1.04,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Skip it', 'Not recommend it anymore']",-3.0
82,265,2.87,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Add it to your music', 'Download']",6.0
64,265,2.52,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'View Song Information']",2.0
109,265,2.15,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'View Song Information', 'Add it to your music']",6.0
161,265,4.2,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'Download']",5.0
153,265,3.11,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Like', 'View Song Information', 'Add it to your music']",7.0
178,265,4.09,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Have listened  it completely', 'Like', 'View Song Information']",3.0
25,265,2.69,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'View Song Information']",4.0
92,265,2.16,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Add it to your music']",5.0
197,265,1.58,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Skip it', 'Not recommend it anymore']",-3.0
60,265,3.03,The First Noel,158.56281,-16.527,94.65799999999999,2,"['Listen it frequently', 'Like', 'Download']",7.0
69,265,4.4,The First Noel,158.56281,-16.527,94.65799999999999,2,['Listen it frequently'],3.0
